time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-09-17T04:26:49.996Z,-11.0357,162.1884,10,4.5,mb,,111,2.717,1.13,us,us7000fdhr,2021-09-23T01:20:13.040Z,"70 km SSE of Kirakira, Solomon Islands",earthquake,5.6,1.9,0.181,11,reviewed,us,us
2021-09-17T03:16:11.585Z,37.7938,141.5575,48.33,4.5,mb,,134,2.952,0.64,us,us7000fc03,2021-09-20T19:49:52.910Z,"60 km NE of Namie, Japan",earthquake,8.4,4.6,0.09,36,reviewed,us,us
2021-09-17T03:04:48.031Z,-36.9203,78.5468,10,4.7,mb,,130,31.991,1.02,us,us7000fdhq,2021-09-23T01:02:23.040Z,"Mid-Indian Ridge",earthquake,8.2,1.9,0.13,20,reviewed,us,us
2021-09-17T00:21:33.460Z,-10.686,162.1365,10,4.5,mb,,82,2.486,0.85,us,us7000fdj2,2021-10-01T18:21:50.040Z,"34 km SE of Kirakira, Solomon Islands",earthquake,8.9,1.9,0.171,10,reviewed,us,us
2021-09-17T00:04:59.581Z,-11.4296,162.1218,10,5,mb,,27,2.913,0.86,us,us7000fbz6,2021-09-28T02:32:32.352Z,"110 km SSE of Kirakira, Solomon Islands",earthquake,7.3,1.8,0.065,76,reviewed,us,us
2021-09-17T00:04:27.042Z,-11.1824,161.9541,10,4.6,mb,,45,2.627,0.83,us,us7000fdhp,2021-10-02T03:15:52.040Z,"Solomon Islands",earthquake,6.1,1.7,0.105,27,reviewed,us,us
2021-09-16T23:05:06.234Z,54.9112,-156.2753,40.9,5,ml,,,,0.53,ak,ak021bwpwxny,2021-09-27T05:22:19.040Z,"204 km SE of Chignik, Alaska",earthquake,,14.2,,,reviewed,ak,ak
2021-09-16T22:51:25.596Z,-59.9132,-26.2046,35,4.9,mb,,61,7.943,0.62,us,us7000fdhj,2021-09-27T04:05:23.040Z,"South Sandwich Islands region",earthquake,4.3,2,0.108,27,reviewed,us,us
2021-09-16T22:45:26.011Z,16.9159,-96.2612,50.75,4.8,mww,,85,1.329,0.91,us,us7000fbyp,2021-09-27T21:58:07.982Z,"0 km NNW of San Lorenzo Albarradas, Mexico",earthquake,7.5,5.3,0.089,12,reviewed,us,us
2021-09-16T22:32:13.197Z,-60.5482,-24.6402,10,4.8,mb,,87,8.95,0.77,us,us7000fdhe,2021-09-27T03:31:40.040Z,"South Sandwich Islands region",earthquake,7.7,1.9,0.1,31,reviewed,us,us
2021-09-16T21:58:14.601Z,-5.0138,152.5359,35,4.5,mb,,232,0.897,1.27,us,us7000fdhd,2021-09-27T03:16:26.040Z,"79 km SSE of Kokopo, Papua New Guinea",earthquake,5.3,2,0.191,8,reviewed,us,us
2021-09-16T19:42:31.568Z,-23.8595,-179.7104,523.32,4.9,mb,,76,5.614,0.9,us,us7000fbx2,2021-09-21T16:36:27.040Z,"south of the Fiji Islands",earthquake,9,6.2,0.035,258,reviewed,us,us
2021-09-16T18:34:55.483Z,-31.8138,-72.1808,10,4.6,mb,,150,1.05,0.86,us,us7000fbwd,2021-09-27T16:14:22.980Z,"97 km WSW of Illapel, Chile",earthquake,4.2,1.8,0.129,18,reviewed,us,us
2021-09-16T17:51:55.772Z,55.0291,-156.4898,36.5,5.6,mww,,,,0.7,ak,ak021bwmmasc,2021-09-27T17:23:25.641Z,"185 km SE of Chignik, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2021-09-16T11:38:59.864Z,-8.2824,117.2334,10,4.6,mb,,55,3.054,1.31,us,us7000fbru,2021-09-23T11:19:46.040Z,"30 km WNW of Pototano, Indonesia",earthquake,7,1.8,0.125,19,reviewed,us,us
2021-09-16T09:42:29.529Z,37.4695,137.2229,10,5.4,mb,,50,1.211,0.92,us,us7000fbrh,2021-09-21T10:20:48.006Z,"51 km NNE of Nanao, Japan",earthquake,5,1,0.025,546,reviewed,us,us
2021-09-16T09:28:28.278Z,-32.1244,-72.2363,10.25,4.6,mb,,191,1.024,0.59,us,us7000fbrd,2021-09-16T20:34:09.832Z,"101 km WNW of La Ligua, Chile",earthquake,4.1,6.1,0.206,7,reviewed,us,us
2021-09-16T07:59:27.007Z,-1.2679,120.5718,34.97,4.9,mb,,80,2.21,0.82,us,us7000fbr3,2021-09-16T08:24:02.040Z,"24 km NW of Poso, Indonesia",earthquake,6.3,5.6,0.088,40,reviewed,us,us
2021-09-16T06:28:04.364Z,52.6874,152.7537,495.24,4.5,mb,,101,3.024,0.85,us,us7000fbqu,2021-09-16T07:28:47.040Z,"288 km WNW of Ozernovskiy, Russia",earthquake,10.5,7,0.024,523,reviewed,us,us
2021-09-16T06:10:33.675Z,-32.1368,-72.4406,10.18,4.5,mb,,140,1.108,0.98,us,us7000fbqd,2021-09-16T20:35:19.023Z,"119 km WNW of La Ligua, Chile",earthquake,6.4,3.3,0.171,10,reviewed,us,us
2021-09-16T04:58:37.591Z,-59.6185,-26.1069,35,5.1,mb,,55,7.792,0.68,us,us7000fbpu,2021-09-17T02:05:27.040Z,"South Sandwich Islands region",earthquake,9.7,1.9,0.064,79,reviewed,us,us
2021-09-16T02:13:06.157Z,-20.1043,-68.8271,118.75,4.5,mb,,45,0.308,0.51,us,us7000fbnk,2021-09-17T00:58:38.603Z,"138 km E of Iquique, Chile",earthquake,3.7,5.6,0.128,18,reviewed,us,us
2021-09-16T01:20:38.977Z,-56.4829,-36.412,10,5.3,mww,,36,2.205,0.61,us,us7000fbn4,2021-09-17T01:24:17.550Z,"South Georgia Island region",earthquake,7.7,1.4,0.083,14,reviewed,us,us
2021-09-16T01:10:19.231Z,-26.2961,-70.9135,20.24,4.6,mb,,107,0.319,0.93,us,us7000fbn0,2021-09-16T22:00:18.040Z,"86 km W of Diego de Almagro, Chile",earthquake,5.7,4.8,0.122,20,reviewed,us,us
2021-09-16T00:18:43.856Z,-24.0348,-66.8557,206.89,4.5,mb,,88,1.624,0.89,us,us7000fbmt,2021-09-16T00:35:33.040Z,"58 km WNW of San Antonio de los Cobres, Argentina",earthquake,9.9,8.6,0.15,13,reviewed,us,us
2021-09-16T00:06:15.719Z,-27.9372,-177.5516,71.69,4.9,mb,,70,10.922,0.87,us,us7000fbmx,2021-09-16T00:58:52.040Z,"Kermadec Islands region",earthquake,13.7,6.5,0.095,35,reviewed,us,us
2021-09-15T22:31:42.036Z,15.5296,-92.968,111.12,4.9,mb,,131,1.095,0.89,us,us7000fbll,2021-09-16T06:53:43.550Z,"3 km NW of Nuevo Milenio Valdivia, Mexico",earthquake,6.3,6.5,0.031,329,reviewed,us,us
2021-09-15T20:46:53.247Z,8.4169,137.8065,10,4.5,mb,,112,11.236,0.72,us,us7000fd6q,2021-09-22T17:03:00.040Z,"126 km SSW of Colonia, Micronesia",earthquake,9.5,1.9,0.311,3,reviewed,us,us
2021-09-15T20:33:31.901Z,29.1942,105.3742,7.45,5.4,mww,,19,3.742,0.64,us,us7000fbky,2021-10-02T08:45:34.259Z,"52 km SE of Neijiang, China",earthquake,6.7,3,0.052,35,reviewed,us,us
2021-09-15T20:14:52.566Z,-28.2103,-177.7521,10,5.4,mww,,73,9.895,0.73,us,us7000fbl2,2021-09-27T15:05:57.777Z,"Kermadec Islands region",earthquake,9.7,1.8,0.068,21,reviewed,us,us
2021-09-15T13:47:37.089Z,30.6628,140.4779,10,4.8,mb,,94,2.509,0.72,us,us7000fbf7,2021-09-19T07:13:30.040Z,"Izu Islands, Japan region",earthquake,5,1.8,0.1,32,reviewed,us,us
2021-09-15T13:29:41.988Z,23.4569,93.3954,10,4.5,mb,,136,0.832,0.5,us,us7000fbf3,2021-09-19T07:06:21.040Z,"28 km ENE of Khawhai, India",earthquake,3.8,1.9,0.083,43,reviewed,us,us
2021-09-15T13:27:53.023Z,50.3982,-176.2406,10,4.5,mb,,150,1.468,0.65,us,us7000fbf2,2021-09-19T06:55:05.040Z,"166 km S of Adak, Alaska",earthquake,5.9,1.9,0.048,128,reviewed,us,us
2021-09-15T12:44:13.177Z,-28.1865,-177.6866,10,5.1,mb,,106,1.091,0.83,us,us7000fbez,2021-09-16T05:16:12.346Z,"Kermadec Islands region",earthquake,5.9,1.8,0.096,35,reviewed,us,us
2021-09-15T10:22:57.385Z,-57.894,-23.5372,10,5.3,mww,,45,11.185,0.87,us,us7000fbdr,2021-09-17T18:24:47.040Z,"South Sandwich Islands region",earthquake,9.9,1.7,0.098,10,reviewed,us,us
2021-09-15T09:36:45.574Z,-1.3371,-15.9139,10,5.2,mb,,108,13.605,0.58,us,us7000fbdg,2021-09-15T13:36:18.557Z,"north of Ascension Island",earthquake,5.7,1.9,0.058,97,reviewed,us,us
2021-09-15T08:46:59.639Z,-32.1037,-72.2563,10.83,5,mb,,152,1.05,0.68,us,us7000fbcx,2021-09-15T14:52:18.192Z,"104 km WNW of La Ligua, Chile",earthquake,5.1,3.5,0.099,32,reviewed,us,us
2021-09-15T08:08:32.189Z,-59.6772,-26.3187,67.71,4.9,mb,,33,7.746,0.94,us,us7000fbc9,2021-09-15T08:35:04.040Z,"South Sandwich Islands region",earthquake,10.3,4.8,0.1,50,reviewed,us,us
2021-09-15T07:54:16.601Z,-26.1174,70.9235,10,4.8,mb,,55,14.757,0.68,us,us7000fd6d,2021-09-22T07:39:15.040Z,"Indian Ocean Triple Junction",earthquake,7.5,1.9,0.124,20,reviewed,us,us
2021-09-15T04:43:04.782Z,-58.9682,-23.6121,10,5.2,mb,,48,8.504,0.84,us,us7000fbav,2021-09-16T00:19:14.040Z,"South Sandwich Islands region",earthquake,10,1.8,0.067,75,reviewed,us,us
2021-09-15T04:42:07.476Z,3.1299,126.6184,63.46,4.7,mb,,105,2.458,0.49,us,us7000fbau,2021-09-15T23:16:34.040Z,"218 km NW of Tobelo, Indonesia",earthquake,6.5,7.9,0.059,88,reviewed,us,us
2021-09-15T04:07:54.656Z,-31.7412,-72.0121,10,4.5,mb,,161,0.932,0.69,us,us7000fba9,2021-09-16T00:12:24.040Z,"80 km W of Illapel, Chile",earthquake,3.6,1.9,0.191,8,reviewed,us,us
2021-09-15T03:47:05.274Z,58.6748,-31.8939,10,4.6,mb,,125,7.884,0.7,us,us7000fbah,2021-09-15T23:54:48.861Z,"Reykjanes Ridge",earthquake,8.1,1.7,0.057,90,reviewed,us,us
2021-09-15T03:31:38.058Z,-58.4073,-25.5898,61.26,5.3,mww,,42,7.328,0.81,us,us7000fb9q,2021-09-15T23:43:36.040Z,"South Sandwich Islands region",earthquake,9.6,3.7,0.098,10,reviewed,us,us
2021-09-15T00:49:49.223Z,1.1565,122.1166,46.37,5.1,mww,,32,1.335,1.18,us,us7000fb83,2021-09-27T00:36:42.040Z,"125 km WNW of Gorontalo, Indonesia",earthquake,5.9,4.9,0.093,11,reviewed,us,us
2021-09-14T23:44:23.046Z,-10.5801,165.9439,110.15,5.1,mww,,41,4.99,0.87,us,us7000fb7t,2021-09-24T00:08:38.040Z,"22 km NE of Lata, Solomon Islands",earthquake,8.8,5.1,0.089,12,reviewed,us,us
2021-09-14T22:58:19.125Z,-58.5712,-25.0634,29.01,5,mb,,90,7.65,0.8,us,us7000fcxg,2021-09-23T23:59:44.040Z,"South Sandwich Islands region",earthquake,12.3,3,0.115,24,reviewed,us,us
2021-09-14T21:28:12.362Z,12.0089,143.6562,10,4.6,mb,,128,1.966,0.7,us,us7000fcxd,2021-09-23T23:38:56.040Z,"177 km SW of Merizo Village, Guam",earthquake,12.1,1.9,0.12,21,reviewed,us,us
2021-09-14T21:03:36.125Z,1.1514,128.093,10,4.6,mb,,94,0.818,0.66,us,us7000fcxc,2021-09-23T05:22:26.040Z,"64 km S of Tobelo, Indonesia",earthquake,4.1,1.9,0.165,12,reviewed,us,us
2021-09-14T20:13:54.441Z,2.9432,95.3813,15.09,5.3,mww,,24,2.731,0.71,us,us7000fb5s,2021-09-15T14:22:17.040Z,"122 km WNW of Sinabang, Indonesia",earthquake,6.7,3,0.08,15,reviewed,us,us
2021-09-14T19:57:30.664Z,53.7939,161.2691,38.34,4.9,mb,,104,1.747,0.98,us,us7000fb5n,2021-09-14T20:21:48.040Z,"193 km ENE of Petropavlovsk-Kamchatsky, Russia",earthquake,7.4,6.1,0.035,258,reviewed,us,us
2021-09-14T10:40:40.070Z,37.7279,20.377,10,4.5,mb,,52,1.348,0.57,us,us7000fb0d,2021-09-14T12:12:35.040Z,"Ionian Sea",earthquake,4.3,1.8,0.118,21,reviewed,us,us
2021-09-14T10:40:05.832Z,33.2664,72.2158,10,4.7,mb,,113,0.959,0.51,us,us7000fb0c,2021-09-15T00:41:48.374Z,"5 km WNW of Pindi Gheb, Pakistan",earthquake,2.8,1.9,0.058,92,reviewed,us,us
2021-09-14T10:28:17.345Z,-15.0478,-173.8958,112.96,5.2,mww,,55,2.339,1.28,us,us7000fb09,2021-09-14T11:05:25.803Z,"100 km N of Hihifo, Tonga",earthquake,9.3,6.3,0.098,10,reviewed,us,us
2021-09-14T05:56:36.845Z,64.4374,-146.737,3.9,4.9,ml,,,,1.12,ak,ak021bt4ffvw,2021-09-22T07:08:36.264Z,"Central Alaska",earthquake,,0.2,,,reviewed,ak,ak
2021-09-14T05:07:57.412Z,-2.9031,147.4635,10,4.7,mb,,58,0.859,0.65,us,us7000fazv,2021-09-17T06:22:28.040Z,"98 km SSE of Lorengau, Papua New Guinea",earthquake,7.3,1.9,0.11,25,reviewed,us,us
2021-09-14T02:32:02.083Z,79.3556,6.1956,10,4.5,mb,,112,1.175,0.7,us,us7000faxs,2021-09-15T00:45:16.040Z,"240 km WNW of Longyearbyen, Svalbard and Jan Mayen",earthquake,9.9,1.9,0.127,18,reviewed,us,us
2021-09-14T01:56:35.495Z,-31.7042,-71.9923,12.72,4.8,mwr,,75,0.929,0.47,us,us7000faxj,2021-09-15T00:26:47.090Z,"78 km W of Illapel, Chile",earthquake,3.8,3.9,0.036,76,reviewed,us,us
2021-09-14T00:03:05.336Z,-15.2933,-73.7699,72.77,4.5,mb,,102,4.44,0.76,us,us7000fawu,2021-09-27T22:49:08.888Z,"southern Peru",earthquake,8.1,3,0.095,33,reviewed,us,us
2021-09-13T23:58:01.821Z,-58.7226,-25.2346,35,5,mb,,45,7.648,0.6,us,us7000faws,2021-09-27T22:44:52.040Z,"South Sandwich Islands region",earthquake,10.2,1.9,0.076,55,reviewed,us,us
2021-09-13T23:33:34.425Z,-15.6984,-173.8232,59.24,4.8,mb,,66,2.657,0.66,us,us7000fc57,2021-09-27T22:50:35.040Z,"28 km N of Hihifo, Tonga",earthquake,7.5,7.4,0.124,20,reviewed,us,us
2021-09-13T22:46:06.357Z,32.4784,137.8572,370,5.8,mww,,18,1.743,0.9,us,us7000faw7,2021-09-23T03:56:55.226Z,"223 km SE of Shingū, Japan",earthquake,7.7,1.7,0.048,41,reviewed,us,us
2021-09-13T19:19:51.141Z,-59.9637,-26.7433,35,4.9,mb,,69,7.774,0.73,us,us7000fc4y,2021-09-24T20:50:56.040Z,"South Sandwich Islands region",earthquake,11.7,1.9,0.1,31,reviewed,us,us
2021-09-13T17:18:28.585Z,-2.938,147.4803,10,4.5,mb,,78,0.896,1.1,us,us7000fc4w,2021-09-27T15:54:02.040Z,"102 km SSE of Lorengau, Papua New Guinea",earthquake,9.1,1.9,0.131,17,reviewed,us,us
2021-09-13T17:13:34.826Z,-15.7238,167.8414,141.49,4.8,mb,,123,0.673,0.92,us,us7000fau2,2021-09-27T15:57:43.040Z,"60 km NE of Norsup, Vanuatu",earthquake,9.3,4.9,0.086,42,reviewed,us,us
2021-09-13T17:00:36.673Z,-62.1507,164.7719,10,4.6,mb,,122,15.473,0.9,us,us7000fc52,2021-09-27T16:06:14.040Z,"Balleny Islands region",earthquake,8.9,1.9,0.172,10,reviewed,us,us
2021-09-13T16:30:44.158Z,12.8565,95.722,10,4.5,mb,,91,3.146,0.43,us,us7000fc4u,2021-09-20T20:19:17.040Z,"299 km WSW of Dawei, Myanmar",earthquake,6.4,1.9,0.181,11,reviewed,us,us
2021-09-13T16:22:49.656Z,-2.9316,147.5478,10,4.7,mb,,78,0.901,0.77,us,us7000fasf,2021-09-20T19:44:39.040Z,"103 km SSE of Lorengau, Papua New Guinea",earthquake,7.1,1.9,0.079,50,reviewed,us,us
2021-09-13T14:43:18.073Z,-22.6544,-177.7414,349.14,4.6,mb,,132,6.28,0.98,us,us7000fart,2021-09-20T19:13:47.040Z,"south of the Fiji Islands",earthquake,8.9,4.9,0.101,33,reviewed,us,us
2021-09-13T14:11:29.377Z,-59.9651,-26.4933,36.63,5.1,mb,,69,7.868,0.52,us,us7000farl,2021-09-20T19:10:27.040Z,"South Sandwich Islands region",earthquake,10.4,6.7,0.077,64,reviewed,us,us
2021-09-13T13:06:52.837Z,-8.7936,157.5555,3.03,4.6,mb,,40,2.447,0.34,us,us7000fc4s,2021-09-20T19:04:15.040Z,"109 km SE of Gizo, Solomon Islands",earthquake,9.3,4.9,0.164,15,reviewed,us,us
2021-09-13T11:45:12.853Z,-17.953,-178.465,589.68,4.5,mb,,125,3.323,0.5,us,us7000far0,2021-09-13T12:06:01.040Z,"235 km E of Levuka, Fiji",earthquake,12.5,8.7,0.028,362,reviewed,us,us
2021-09-13T11:22:02.486Z,-37.2841,-74.9746,10,4.6,mb,,146,1.525,0.53,us,us7000faqy,2021-09-13T11:42:42.040Z,"122 km WNW of Lebu, Chile",earthquake,6.1,1.8,0.082,45,reviewed,us,us
2021-09-13T10:41:28.025Z,24.1344,120.9873,47.92,4.9,mb,,46,0.346,1.45,us,us7000faqu,2021-09-27T13:11:56.228Z,"18 km N of Puli, Taiwan",earthquake,3.8,5.3,0.062,81,reviewed,us,us
2021-09-13T10:09:42.034Z,-24.201,-66.9545,184.64,4.5,mb,,55,1.675,0.82,us,us7000faqq,2021-09-13T10:40:18.040Z,"64 km W of San Antonio de los Cobres, Argentina",earthquake,8.1,5.2,0.101,29,reviewed,us,us
2021-09-13T08:36:40.722Z,-0.6053,127.5348,10,4.6,mb,,87,1.378,0.45,us,us7000faq9,2021-09-13T09:47:33.040Z,"Halmahera, Indonesia",earthquake,5.8,1.9,0.078,50,reviewed,us,us
2021-09-13T06:15:37.218Z,74.1663,10.6539,10,4.8,mb,,47,4.256,0.43,us,us7000faph,2021-09-13T06:52:19.040Z,"Norwegian Sea",earthquake,10.1,1.9,0.039,205,reviewed,us,us
2021-09-13T05:18:13.180Z,-23.8884,-67.0152,193.38,6.2,mww,,39,1.418,1.37,us,us7000fap8,2021-09-22T14:31:30.624Z,"79 km WNW of San Antonio de los Cobres, Argentina",earthquake,7.5,1.1,0.044,50,reviewed,us,us
2021-09-13T04:59:47.301Z,39.3386,142.5974,49.34,4.9,mb,,141,1.866,0.75,us,us7000fap6,2021-09-23T03:24:09.040Z,"57 km ESE of Yamada, Japan",earthquake,3.3,7.5,0.132,18,reviewed,us,us
2021-09-13T04:10:19.247Z,12.093,144.1914,10,4.8,mb,,84,1.627,0.82,us,us7000fc4j,2021-09-23T00:12:15.040Z,"139 km SSW of Merizo Village, Guam",earthquake,5.3,1.9,0.105,28,reviewed,us,us
2021-09-13T04:10:09.246Z,-59.5891,-25.9275,35,4.5,mb,,60,7.845,0.88,us,us7000fc4i,2021-09-22T23:49:24.040Z,"South Sandwich Islands region",earthquake,14.4,1.9,0.14,15,reviewed,us,us
2021-09-13T04:02:32.505Z,37.289,58.8948,10,5.1,mb,,39,8.677,0.89,us,us7000fans,2021-09-24T04:20:40.903Z,"39 km ENE of Qūchān, Iran",earthquake,7.4,1.8,0.049,135,reviewed,us,us
2021-09-13T02:46:30.828Z,-57.0583,-27.3355,174.05,4.7,mb,,63,5.877,0.85,us,us7000fc4h,2021-09-22T22:33:30.040Z,"South Sandwich Islands region",earthquake,10.8,5.9,0.066,70,reviewed,us,us
2021-09-13T02:34:04.506Z,-59.8361,-26.3224,47.91,5.1,mb,,44,7.847,0.74,us,us7000fane,2021-09-22T22:22:08.040Z,"South Sandwich Islands region",earthquake,9.3,3.3,0.083,47,reviewed,us,us
2021-09-13T01:45:42.142Z,-59.8213,-26.4165,35,5.1,mb,,55,7.802,0.61,us,us7000fc4g,2021-09-22T22:13:04.040Z,"South Sandwich Islands region",earthquake,10.5,1.9,0.102,31,reviewed,us,us
2021-09-12T23:32:36.569Z,-11.2032,112.3688,10,4.5,mb,,119,3.234,0.4,us,us7000fc40,2021-09-26T21:59:24.040Z,"south of Java, Indonesia",earthquake,7.4,1.9,0.171,10,reviewed,us,us
2021-09-12T20:28:07.376Z,-55.5993,-28.7726,38.06,4.7,mb,,115,4.64,1.23,us,us7000fc42,2021-09-18T20:26:47.040Z,"South Sandwich Islands region",earthquake,11.4,8.6,0.134,17,reviewed,us,us
2021-09-12T20:18:00.355Z,-61.2023,-27.3779,35,4.6,mb,,202,8.469,1.09,us,us7000fc41,2021-09-18T20:22:45.040Z,"South Sandwich Islands region",earthquake,5.6,2,0.141,15,reviewed,us,us
2021-09-12T19:21:42.677Z,-38.1792,-92.5545,10,4.6,mb,,173,12.011,0.85,us,us7000fc3u,2021-09-18T20:16:11.040Z,"West Chile Rise",earthquake,15.6,2,0.123,20,reviewed,us,us
2021-09-12T17:03:10.628Z,53.4017,-163.5375,17.12,4.7,mb,,215,1.239,0.39,us,us7000fakr,2021-09-12T17:13:45.040Z,"161 km S of False Pass, Alaska",earthquake,5.4,9.7,0.044,159,reviewed,us,us
2021-09-12T16:12:28.114Z,-29.139,-176.9304,35,4.6,mb,,190,0.874,0.36,us,us7000fc3p,2021-09-20T16:58:39.040Z,"Kermadec Islands region",earthquake,13,2,0.146,15,reviewed,us,us
2021-09-12T14:20:07.031Z,-10.7832,165.4722,35,4.6,mb,,193,4.932,0.73,us,us7000fc3i,2021-09-20T15:46:04.040Z,"36 km W of Lata, Solomon Islands",earthquake,11.7,1.9,0.223,8,reviewed,us,us
2021-09-12T14:14:07.110Z,-6.4688,128.8371,232.85,4.5,mb,,78,2.868,0.2,us,us7000fc3j,2021-09-20T15:34:26.040Z,"Banda Sea",earthquake,9.8,13.8,0.54,1,reviewed,us,us
2021-09-12T13:38:08.179Z,-30.3009,-177.4142,35,4.5,mb,,155,1.125,0.69,us,us7000fc3g,2021-09-20T15:12:13.040Z,"Kermadec Islands, New Zealand",earthquake,12.4,2,0.191,10,reviewed,us,us
2021-09-12T13:34:34.651Z,3.7563,128.7363,10,4.7,mb,,107,3.265,0.48,us,us7000fajk,2021-09-20T14:56:33.040Z,"238 km NNE of Tobelo, Indonesia",earthquake,4.1,1.9,0.06,86,reviewed,us,us
2021-09-12T13:10:02.665Z,-8.2688,119.4155,152.87,4.6,mb,,41,2.815,1.07,us,us7000fajb,2021-09-20T13:58:23.040Z,"36 km NNW of Komodo, Indonesia",earthquake,6.6,6.4,0.103,31,reviewed,us,us
2021-09-12T11:57:35.509Z,-15.4481,-174.2985,172.04,5.2,mww,,57,2.875,0.72,us,us7000faix,2021-09-12T12:17:12.040Z,"77 km NW of Hihifo, Tonga",earthquake,9.8,6.6,0.093,11,reviewed,us,us
2021-09-12T10:59:59.877Z,-8.4972,-80.3678,10,4.7,mb,,147,4.905,0.55,us,us7000faib,2021-09-12T11:28:05.040Z,"137 km WSW of Santiago de Cao, Peru",earthquake,9.3,1.9,0.066,70,reviewed,us,us
2021-09-12T09:32:30.566Z,14.5496,-93.6807,10,4.6,mb,,164,2.276,0.62,us,us7000fahr,2021-09-12T12:20:22.085Z,"113 km SSW of La Esperanza (El Zapotal), Mexico",earthquake,9.2,1.9,0.031,307,reviewed,us,us
2021-09-12T09:02:20.423Z,-0.5336,99.7203,86.8,4.9,mb,,47,1.571,0.78,us,us7000fahl,2021-09-12T09:25:05.040Z,"45 km WNW of Pariaman, Indonesia",earthquake,5.5,6.1,0.054,108,reviewed,us,us
2021-09-12T05:32:03.433Z,29.8962,139.0207,436.89,5.1,mww,,80,3.279,0.67,us,us7000fagp,2021-09-12T05:51:09.040Z,"Izu Islands, Japan region",earthquake,9.8,7,0.093,11,reviewed,us,us
2021-09-12T03:58:20.759Z,-62.3889,-58.0585,10,4.8,mb,,102,1.123,1.19,us,us7000fafu,2021-09-12T04:16:07.040Z,"South Shetland Islands",earthquake,5.6,1.9,0.16,15,reviewed,us,us
2021-09-12T02:57:40.575Z,-12.5355,166.1708,27.64,5.4,mww,,66,3.062,1.16,us,us7000fafg,2021-09-13T14:17:11.131Z,"204 km SSE of Lata, Solomon Islands",earthquake,9,4.1,0.073,18,reviewed,us,us
2021-09-12T02:32:26.090Z,47.1933,146.7608,363.59,5.3,mww,,56,2.743,0.9,us,us7000faf5,2021-09-12T12:19:39.217Z,"234 km NNW of Kuril’sk, Russia",earthquake,8.9,6.6,0.093,11,reviewed,us,us
2021-09-12T02:17:05.105Z,33.114,132.0448,52.89,4.5,mb,,89,1.65,1,us,us7000faf4,2021-09-12T03:20:18.349Z,"16 km ENE of Tsukumiura, Japan",earthquake,6.9,8.4,0.157,14,reviewed,us,us
2021-09-12T01:26:20.621Z,-11.1904,161.6555,10,4.6,mb,,78,2.419,0.42,us,us7000fc32,2021-09-17T23:50:07.040Z,"86 km SSW of Kirakira, Solomon Islands",earthquake,6.2,1.9,0.206,9,reviewed,us,us
2021-09-11T14:19:11.102Z,11.9302,144.3494,18.13,4.7,mb,,59,14.203,1.08,us,us7000fac1,2021-09-11T16:03:53.040Z,"151 km SSW of Merizo Village, Guam",earthquake,8.8,5.2,0.101,30,reviewed,us,us
2021-09-11T13:17:49.039Z,-58.9853,-25.0647,53.79,4.7,mb,,70,7.861,1.1,us,us7000fbw0,2021-09-18T20:38:33.040Z,"South Sandwich Islands region",earthquake,5.9,8.9,0.112,24,reviewed,us,us
2021-09-11T12:43:54.806Z,-57.4023,-25.8622,57.13,4.7,mb,,69,6.749,0.79,us,us7000fab7,2021-09-11T13:06:30.040Z,"South Sandwich Islands region",earthquake,11.9,6.5,0.095,34,reviewed,us,us
2021-09-11T09:40:12.112Z,-6.9698,125.004,539.38,4.8,mb,,38,2.862,0.58,us,us7000fa9t,2021-09-11T09:57:22.040Z,"182 km NNW of Likisá, Timor Leste",earthquake,10.9,8.5,0.052,114,reviewed,us,us
2021-09-11T09:23:05.564Z,-59.6327,-26.4182,56.5,5.5,mww,,26,7.678,0.79,us,us7000fa9j,2021-09-14T18:14:46.451Z,"South Sandwich Islands region",earthquake,8.6,4.5,0.083,14,reviewed,us,us
2021-09-11T09:22:03.341Z,-38.49,-92.6029,10,4.9,mb,,174,15.745,0.44,us,us7000faa3,2021-09-11T10:12:40.040Z,"West Chile Rise",earthquake,14.9,2,0.05,127,reviewed,us,us
2021-09-11T09:10:50.085Z,-56.0474,-27.9317,105.12,5.1,mb,,62,9.983,0.49,us,us7000fa9c,2021-09-11T09:31:51.040Z,"South Sandwich Islands region",earthquake,10.2,4.9,0.065,76,reviewed,us,us
2021-09-11T04:56:38.349Z,-6.3923,151.0442,10,5,mb,,126,2.454,1.07,us,us7000fa83,2021-09-11T05:12:36.040Z,"136 km SE of Kimbe, Papua New Guinea",earthquake,12.8,1.9,0.126,21,reviewed,us,us
2021-09-11T04:47:29.667Z,14.6472,147.1198,10,4.6,mb,,68,2.424,1.08,us,us7000fbv7,2021-09-17T23:41:54.040Z,"159 km ESE of Saipan, Northern Mariana Islands",earthquake,6.9,1.9,0.193,10,reviewed,us,us
2021-09-11T03:20:17.248Z,14.1342,92.908,10,5.2,mb,,45,2.468,1.01,us,us7000fa7j,2021-09-11T03:39:23.040Z,"270 km N of Bamboo Flat, India",earthquake,7.2,1.8,0.05,140,reviewed,us,us
